"ABV","IBU","Name","Style","Brewery","City","State","Category"
"2033",5.2,29,"Tip Off","Altbier","Sun King Brewing Company","Indianapolis"," IN","Traditional Germanic"
"2034",5.4,14,"Java Mac","Scottish Ale","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2035",5.4,23,"Cowbell","American Porter","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2036",5.8,20,"Hop Up Offa That Brett (2014)","Belgian Pale Ale","Sun King Brewing Company","Indianapolis"," IN","Traditional Germanic"
"2037",8.3,23,"PV Muckle (2013)","Scotch Ale / Wee Heavy","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2038",9.9,36,"Bourbon Barrel Batch 666: Sympathy for the Devil","Belgian Dark Ale","Sun King Brewing Company","Indianapolis"," IN","Traditional Germanic"
"2039",9,30,"Whip Fight","Scotch Ale / Wee Heavy","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2040",5.3,23,"Port Barrel Wee Mac ","Scotch Ale / Wee Heavy","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2041",6.4,75,"Fistful Of Hops Red","American IPA","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2042",6.3,75,"Fistful of Hops Orange","American IPA","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2043",6.4,75,"Fistful Of Hops Blue","American IPA","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2044",6.4,75,"Fistful of Hops Green","American IPA","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2045",NA,NA,"30 Min Coma","Belgian IPA","Sun King Brewing Company","Indianapolis"," IN","Traditional Germanic"
"2046",9,30,"Wee Muckle","Scotch Ale / Wee Heavy","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2047",6.5,55,"Royal Brat","Extra Special / Strong Bitter (ESB)","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2048",7.5,77,"Grapefruit Jungle (GFJ)","American IPA","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2049",5.6,50,"Osiris Pale Ale","American Pale Ale (APA)","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2050",9.9,75,"Bourbon Barrel Aged Timmie","Russian Imperial Stout","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2051",6.3,23,"Stupid Sexy Flanders","Flanders Oud Bruin","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2052",NA,NA,"Bourbon Barrel Cowbell","American Porter","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2053",5.4,33,"Popcorn Pilsner","German Pilsener","Sun King Brewing Company","Indianapolis"," IN","Lager"
"2054",7.1,27,"Ring of Dingle","Irish Dry Stout","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2055",5.4,23,"Bourbon Barrel Wee Mac","Scottish Ale","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2056",9.9,60,"Bourbon Barrel Johan","English Barleywine","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2057",7,38,"The Deuce","American Brown Ale","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2058",9,24,"The Velvet Fog","Quadrupel (Quad)","Sun King Brewing Company","Indianapolis"," IN","Traditional Germanic"
"2059",5.5,23,"Sun King Oktoberfest","Märzen / Oktoberfest","Sun King Brewing Company","Indianapolis"," IN","Traditional Germanic"
"2060",5.2,24,"Indianapolis Indians Lager","Dortmunder / Export Lager","Sun King Brewing Company","Indianapolis"," IN","Lager"
"2061",5.2,24,"Indians Victory Lager (2012)","Dortmunder / Export Lager","Sun King Brewing Company","Indianapolis"," IN","Lager"
"2062",8,26,"Chaka","Belgian Strong Pale Ale","Sun King Brewing Company","Indianapolis"," IN","Traditional Germanic"
"2063",9.1,91,"Isis","American Double / Imperial IPA","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2064",9,30,"Wee Muckle (2011)","Scotch Ale / Wee Heavy","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2065",7.5,77,"Grapefruit Jungle (GFJ) (2011)","American IPA","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2066",5.5,23,"Sun King Oktoberfest (2011)","Märzen / Oktoberfest","Sun King Brewing Company","Indianapolis"," IN","Traditional Germanic"
"2067",9.9,60,"Johan the Barleywine","English Barleywine","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2068",5.4,23,"Wee Mac Scottish-Style Ale","Scottish Ale","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2069",5.3,20,"Sunlight Cream Ale","Cream Ale","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2070",5.6,50,"Osiris Pale Ale (2010)","American Pale Ale (APA)","Sun King Brewing Company","Indianapolis"," IN","Ale"
"2071",4.5,18,"Dam Lager","American Amber / Red Lager","Sunken City Brewing Company","Hardy"," VA","Lager"
"2072",7,63,"Red Clay IPA","American IPA","Sunken City Brewing Company","Hardy"," VA","Ale"
"2073",7.2,82,"Todd the Axe Man","American IPA","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2074",5.7,54,"Doomtree","Extra Special / Strong Bitter (ESB)","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2075",9.9,85,"BLAKKR","American Black Ale","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2076",7.3,69,"Overrated! West Coast Style IPA","American IPA","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2077",7.5,90,"WET","American IPA","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2078",4,37,"Bitter Brewer","English Bitter","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2079",5.5,34,"SurlyFest","Rye Beer","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2080",5.1,45,"Coffee Bender","American Brown Ale","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2081",5.1,45,"Bender","American Brown Ale","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2082",9.7,120,"Abrasive Ale","American Double / Imperial IPA","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2083",5.1,20,"Hell","Keller Bier / Zwickel Bier","Surly Brewing Company","Brooklyn Center"," MN","Traditional Germanic"
"2084",6.7,33,"CynicAle","Saison / Farmhouse Ale","Surly Brewing Company","Brooklyn Center"," MN","Other"
"2085",6.2,99,"Furious","American IPA","Surly Brewing Company","Brooklyn Center"," MN","Ale"
"2086",7.3,50,"Big Nose","American IPA","Swamp Head Brewery","Gainesville"," FL","Ale"
"2087",5,10,"Cotton Mouth","Witbier","Swamp Head Brewery","Gainesville"," FL","Traditional Germanic"
"2088",5.6,35,"Stump Knocker Pale Ale","American Pale Ale (APA)","Swamp Head Brewery","Gainesville"," FL","Ale"
"2089",5,38,"Midnight Oil","Oatmeal Stout","Swamp Head Brewery","Gainesville"," FL","Ale"
"2090",5.9,18,"Wild Night","Cream Ale","Swamp Head Brewery","Gainesville"," FL","Ale"
"2091",4.5,4,"Bermuda Triangle Ginger Beer","Herbed / Spiced Beer","Swashbuckler Brewing Company","Manheim"," PA","Other"
"2092",5.5,35,"Take Two Pils","German Pilsener","SweetWater Brewing Company","Atlanta"," GA","Lager"
"2093",5.7,20,"Waterkeeper","Hefeweizen","SweetWater Brewing Company","Atlanta"," GA","Traditional Germanic"
"2094",6.4,67,"SweetWater IPA","American IPA","SweetWater Brewing Company","Atlanta"," GA","Ale"
"2095",5.4,45,"420 Extra Pale Ale","American Pale Ale (APA)","SweetWater Brewing Company","Atlanta"," GA","Ale"
"2096",8,95,"Dodgy Knight Imperial IPA","American Double / Imperial IPA","TailGate Beer","San Diego"," CA","Ale"
"2097",5,21,"TailGate Saison","Saison / Farmhouse Ale","TailGate Beer","San Diego"," CA","Other"
"2098",5,44,"TailGate IPA","American IPA","TailGate Beer","San Diego"," CA","Ale"
"2099",5,44,"TailGate IPA","American IPA","TailGate Beer","San Diego"," CA","Ale"
"2100",4.9,28,"TailGate Hefeweizen","Hefeweizen","TailGate Beer","San Diego"," CA","Traditional Germanic"
"2101",5,19,"Blacktop Blonde","American Blonde Ale","TailGate Beer","San Diego"," CA","Ale"
"2102",5,19,"Blacktop Blonde","American Blonde Ale","TailGate Beer","San Diego"," CA","Ale"
"2103",4.9,28,"TailGate Hefeweizen","Hefeweizen","TailGate Beer","San Diego"," CA","Traditional Germanic"
"2104",8.5,34,"Wooden Rooster","Tripel","Tallgrass Brewing Company","Manhattan"," KS","Traditional Germanic"
"2105",4.8,20,"Ginger Peach Saison","Saison / Farmhouse Ale","Tallgrass Brewing Company","Manhattan"," KS","Other"
"2106",6.2,35,"Zombie Monkie","American Porter","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2107",5.6,20,"Wild Plum Farmhouse Ale","Saison / Farmhouse Ale","Tallgrass Brewing Company","Manhattan"," KS","Other"
"2108",5,20,"Vanilla Bean Buffalo Sweat","Oatmeal Stout","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2109",6.8,110,"Ethos IPA","American IPA","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2110",4.4,12,"Tallgrass Pub Ale","American Brown Ale","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2111",7.2,93,"Oasis","Extra Special / Strong Bitter (ESB)","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2112",5,20,"Buffalo Sweat","Milk / Sweet Stout","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2113",5,20,"Halcyon Unfiltered Wheat","American Pale Wheat Ale","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2114",5.2,47,"8-Bit Pale Ale","American Pale Ale (APA)","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2115",8.5,26,"Velvet Rooster","Tripel","Tallgrass Brewing Company","Manhattan"," KS","Traditional Germanic"
"2116",5,20,"Halcyon Unfiltered Wheat","American Pale Wheat Ale","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2117",5,16,"Köld Lager (2010)","German Pilsener","Tallgrass Brewing Company","Manhattan"," KS","Lager"
"2118",7.2,93,"Oasis (2010)","American Double / Imperial IPA","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2119",4.4,22,"Tallgrass Ale","American Brown Ale","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2120",5,20,"Buffalo Sweat (2010)","Milk / Sweet Stout","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2121",6.3,60,"Tallgrass IPA","American IPA","Tallgrass Brewing Company","Manhattan"," KS","Ale"
"2122",6.8,61,"Hat Trick Hop IPA","American IPA","Tamarack Brewing Company","Lakeside"," MT","Ale"
"2123",5.6,27,"Yard Sale Amber Ale","American Amber / Red Ale","Tamarack Brewing Company","Lakeside"," MT","Ale"
"2124",5.5,44,"Loafin Bräu","Altbier","Tampa Bay Brewing Company","Tampa"," FL","Traditional Germanic"
"2125",7,80,"Old Elephant Foot IPA","American IPA","Tampa Bay Brewing Company","Tampa"," FL","Ale"
"2126",6.5,35,"Peck's Porter","American Porter","Tapistry Brewing","Bridgman"," MI","Ale"
"2127",7,73,"Reactor","American IPA","Tapistry Brewing","Bridgman"," MI","Ale"
"2128",5.7,21,"Mr. Orange","Witbier","Tapistry Brewing","Bridgman"," MI","Traditional Germanic"
"2129",8,22,"Deduction","Dubbel","Taxman Brewing Company","Bargersville"," IN","Traditional Germanic"
"2130",5.7,20,"Face Down Brown Ale","American Brown Ale","Telluride Brewing Company","Telluride"," CO","Ale"
"2131",6.4,58,"Tempter IPA","American IPA","Telluride Brewing Company","Telluride"," CO","Ale"
"2132",5.5,36,"Bridal Veil Rye Pale Ale","American Pale Ale (APA)","Telluride Brewing Company","Telluride"," CO","Ale"
"2133",4.8,30,"Smittytown","Extra Special / Strong Bitter (ESB)","Temperance Beer Company","Evanston"," IL","Ale"
"2134",4,NA,"Greenwood Beach","Fruit / Vegetable Beer","Temperance Beer Company","Evanston"," IL","Other"
"2135",6.6,59,"Gatecrasher","English India Pale Ale (IPA)","Temperance Beer Company","Evanston"," IL","Ale"
"2136",4.7,42,"RecreationAle","American Pale Ale (APA)","Terrapin Brewing Company","Athens"," GA","Ale"
"2137",5.5,35,"First Stand","Saison / Farmhouse Ale","Texian Brewing Co.","Richmond"," TX","Other"
"2138",6.3,23,"Battle LIne","American Brown Ale","Texian Brewing Co.","Richmond"," TX","Ale"
"2139",5.6,12,"Broken Bridge","Dunkelweizen","Texian Brewing Co.","Richmond"," TX","Traditional Germanic"
"2140",7.1,69,"Brutus","English India Pale Ale (IPA)","Texian Brewing Co.","Richmond"," TX","Ale"
"2141",6,65,"Petit Mutant","American Wild Ale","The Alchemist","Waterbury"," VT","Ale"
"2142",9.6,131,"The Crusher","American Double / Imperial IPA","The Alchemist","Waterbury"," VT","Ale"
"2143",8,87,"Beelzebub","American Double / Imperial Stout","The Alchemist","Waterbury"," VT","Ale"
"2144",7,105,"Focal Banger","American IPA","The Alchemist","Waterbury"," VT","Ale"
"2145",8,120,"Heady Topper","American Double / Imperial IPA","The Alchemist","Waterbury"," VT","Ale"
"2146",8,120,"Heady Topper","American Double / Imperial IPA","The Alchemist","Waterbury"," VT","Ale"
"2147",4.6,20,"Bomber Mountain Amber Ale (2013)","American Amber / Red Ale","The Black Tooth Brewing Company","Sheridan"," WY","Ale"
"2148",7,75,"Indian Paintbrush IPA","American IPA","The Black Tooth Brewing Company","Sheridan"," WY","Ale"
"2149",4.8,16,"Saddle Bronc Brown Ale (2013)","English Brown Ale","The Black Tooth Brewing Company","Sheridan"," WY","Ale"
"2150",5.9,15,"Wagon Box Wheat Beer","American Pale Wheat Ale","The Black Tooth Brewing Company","Sheridan"," WY","Ale"
"2151",5,12,"Birdhouse Pale Ale","Belgian Pale Ale","The Brewer's Art","Baltimore"," MD","Traditional Germanic"
"2152",7.3,29,"Ozzy","Belgian Pale Ale","The Brewer's Art","Baltimore"," MD","Traditional Germanic"
"2153",7,20,"Resurrection","Dubbel","The Brewer's Art","Baltimore"," MD","Traditional Germanic"
"2154",5.2,16,"Bronx Summer Pale Ale","American Pale Ale (APA)","The Bronx Brewery","Bronx"," NY","Ale"
"2155",5.7,46,"Bronx Black Pale Ale","American Black Ale","The Bronx Brewery","Bronx"," NY","Ale"
"2156",6.3,50,"Bronx Pale Ale","American Pale Ale (APA)","The Bronx Brewery","Bronx"," NY","Ale"
"2157",5.2,35,"Surfrider","American Pale Ale (APA)","The Dudes' Brewing Company","Torrance"," CA","Ale"
"2158",5.5,25,"Kolschtal Eddy","Kölsch","The Dudes' Brewing Company","Torrance"," CA","Traditional Germanic"
"2159",5,53,"South Bay Session IPA","American IPA","The Dudes' Brewing Company","Torrance"," CA","Ale"
"2160",6.9,34,"Grandma's Pecan","English Brown Ale","The Dudes' Brewing Company","Torrance"," CA","Ale"
"2161",9.9,101,"Double Trunk","American Double / Imperial IPA","The Dudes' Brewing Company","Torrance"," CA","Ale"
"2162",4.6,45,"Just IPA","American IPA","The Just Beer Project","Burlington"," VT","Ale"
"2163",4.5,9,"Lionshead","American Pilsner","The Lion Brewery","Wilkes-Barre"," PA","Lager"
"2164",NA,NA,"Manhattan Gold Lager (1990)","American Amber / Red Lager","The Manhattan Brewing Company","New York"," NY","Lager"
"2165",5.2,34,"G. B. Russo’s Italian Pistachio Pale Ale","American Pale Ale (APA)","The Mitten Brewing Company","Grand Rapids"," MI","Ale"
"2166",5.8,28,"Northern Hawk Owl Amber","American Amber / Red Ale","The Right Brain Brewery","Traverse City"," MI","Ale"
"2167",5.9,28,"CEO Stout","American Stout","The Right Brain Brewery","Traverse City"," MI","Ale"
"2168",4.7,31,"Will Power Pale Ale","American Pale Ale (APA)","The Right Brain Brewery","Traverse City"," MI","Ale"
"2169",4.4,2,"Curious Traveler Shandy","Shandy","The Traveler Beer Company","Burlington"," VT","Other"
"2170",4.8,18,"Hunny Do Wheat","American Pale Wheat Ale","Third Street Brewhouse","Cold Spring"," MN","Ale"
"2171",5.2,41,"Three Way Pale Ale","American Pale Ale (APA)","Third Street Brewhouse","Cold Spring"," MN","Ale"
"2172",4.1,8,"Rise to the Top","Cream Ale","Third Street Brewhouse","Cold Spring"," MN","Ale"
"2173",4.9,21,"Lost Trout Brown Ale","American Brown Ale","Third Street Brewhouse","Cold Spring"," MN","Ale"
"2174",5.1,11,"Watermelon Ale","Fruit / Vegetable Beer","Thomas Hooker Brewing Company","Bloomfield"," CT","Other"
"2175",4,18,"Knotty Blonde Ale","American Blonde Ale","Three Creeks Brewing","Sisters"," OR","Ale"
"2176",6.2,40,"Fivepine Chocolate Porter","American Porter","Three Creeks Brewing","Sisters"," OR","Ale"
"2177",6.2,82,"Hoodoo Voodoo IPA","American IPA","Three Creeks Brewing","Sisters"," OR","Ale"
"2178",5.3,22,"Hydraulion Red","Irish Red Ale","Three Notch'd Brewing Company","Charlottesville"," VA","Ale"
"2179",6,50,"40 Mile IPA","American IPA","Three Notch'd Brewing Company","Charlottesville"," VA","Ale"
"2180",5.5,64,"Citra Faced","American Pale Wheat Ale","Three Pints Brewing","Martinsville"," IN","Ale"
"2181",5.5,31,"Pole Barn Stout","Oatmeal Stout","Three Pints Brewing","Martinsville"," IN","Ale"
"2182",5.4,37,"Pale","American Pale Ale (APA)","Three Pints Brewing","Martinsville"," IN","Ale"
"2183",5.3,27,"Yoshi's Nectar","California Common / Steam Beer","Three Pints Brewing","Martinsville"," IN","Ale"
"2184",5.2,24,"Leatherhead Red","American Amber / Red Ale","Thunderhead Brewing Company","Kearney"," NE","Ale"
"2185",6.5,59,"Cropduster Mid-American IPA","American IPA","Thunderhead Brewing Company","Kearney"," NE","Ale"
"2186",7.5,24,"Golden Frau Honey Wheat","Braggot","Thunderhead Brewing Company","Kearney"," NE","Ale"
"2187",NA,NA,"Cornstalker Dark Wheat","American Dark Wheat Ale","Thunderhead Brewing Company","Kearney"," NE","Ale"
"2188",5.8,20,"Cafe Leche","American Porter","Tin Man Brewing Company","Evansville"," IN","Ale"
"2189",5.2,12,"Damascene Apricot Sour","Fruit / Vegetable Beer","Tin Man Brewing Company","Evansville"," IN","Other"
"2190",12,90,"Csar","Russian Imperial Stout","Tin Man Brewing Company","Evansville"," IN","Ale"
"2191",5.5,23,"Klingon Warnog Roggen Dunkel","Roggenbier","Tin Man Brewing Company","Evansville"," IN","Traditional Germanic"
"2192",8.5,115,"Overlord Imperial IPA","American Double / Imperial IPA","Tin Man Brewing Company","Evansville"," IN","Ale"
"2193",5.8,36,"Alloy","American IPA","Tin Man Brewing Company","Evansville"," IN","Ale"
"2194",5.1,22,"Rivet Irish Red Ale","Irish Red Ale","Tin Man Brewing Company","Evansville"," IN","Ale"
"2195",5.2,50,"3 Gear Robust Porter","American Porter","Tin Man Brewing Company","Evansville"," IN","Ale"
"2196",4.5,35,"Circuit Bohemian Pilsner","Czech Pilsener","Tin Man Brewing Company","Evansville"," IN","Lager"
"2197",5.5,21,"Turnrow Harvest Ale","American Blonde Ale","Tin Roof Brewing Company","Baton Rouge"," LA","Ale"
"2198",7,60,"Juke Joint IPA","American IPA","Tin Roof Brewing Company","Baton Rouge"," LA","Ale"
"2199",7,35,"Parade Ground Coffee Porter","American Porter","Tin Roof Brewing Company","Baton Rouge"," LA","Ale"
"2200",5,21,"Tin Roof Watermelon Wheat","Fruit / Vegetable Beer","Tin Roof Brewing Company","Baton Rouge"," LA","Other"
"2201",4.5,18,"Tin Roof Blonde Ale","American Blonde Ale","Tin Roof Brewing Company","Baton Rouge"," LA","Ale"
"2202",5.5,37,"Voodoo Bengal Pale Ale","American Pale Ale (APA)","Tin Roof Brewing Company","Baton Rouge"," LA","Ale"
"2203",4.5,28,"Perfect Tin Amber","American Amber / Red Ale","Tin Roof Brewing Company","Baton Rouge"," LA","Ale"
"2204",7.3,87,"IPA & a Half","American IPA","Tommyknocker Brewery","Idaho Springs"," CO","Ale"
"2205",5.5,33,"Ornery Amber Lager (2003)","Vienna Lager","Tommyknocker Brewery","Idaho Springs"," CO","Lager"
"2206",5,6,"Big Island Shandy","Shandy","Tonka Beer Company","Minnetonka"," MN","Other"
"2207",6.8,61,"Preservation IPA","American IPA","Tonka Beer Company","Minnetonka"," MN","Ale"
"2208",6.2,72,"Almanac IPA","American IPA","Tractor Brewing Company","Albuquerque"," NM","Ale"
"2209",6.5,30,"Milk Mustachio Stout","Milk / Sweet Stout","Tractor Brewing Company","Albuquerque"," NM","Ale"
"2210",6,30,"Farmer's Tan Red Ale","American Amber / Red Ale","Tractor Brewing Company","Albuquerque"," NM","Ale"
"2211",5.7,53,"Triangle India Pale Ale","American IPA","Triangle Brewing Company","Durham"," NC","Ale"
"2212",5,6,"Triangle White Ale","Witbier","Triangle Brewing Company","Durham"," NC","Traditional Germanic"
"2213",8,17,"Triangle Belgian Golden Ale","Belgian Strong Pale Ale","Triangle Brewing Company","Durham"," NC","Traditional Germanic"
